country,central_bank,wikipedia_bank_url,source_type,source_label,role,governor_name,start_date,end_date,row_data
Nepal,Nepal Rastra Bank,https://en.wikipedia.org/wiki/Nepal_Rastra_Bank,wikitable,S.no Governor In office | Former Governors,Governor,Laxmi Nath Gautam,,,"{'S.no': '2', 'Governor': 'Laxmi Nath Gautam[26]', 'In office': 'February 8, 1961 – June 17, 1965'}"
Nepal,Nepal Rastra Bank,https://en.wikipedia.org/wiki/Nepal_Rastra_Bank,wikitable,S.no Governor In office | Former Governors,Governor,Pradyuma Lal Rajbhandari,,,"{'S.no': '3', 'Governor': 'Pradyuma Lal Rajbhandari[26]', 'In office': 'June 18, 1965 – August 13, 1966'}"
Nepal,Nepal Rastra Bank,https://en.wikipedia.org/wiki/Nepal_Rastra_Bank,wikitable,S.no Governor In office | Former Governors,Governor,Bhekh Bahadur Thapa,,,"{'S.no': '4', 'Governor': 'Bhekh Bahadur Thapa[26]', 'In office': 'August 14, 1966 – July 26, 1967'}"
Nepal,Nepal Rastra Bank,https://en.wikipedia.org/wiki/Nepal_Rastra_Bank,wikitable,S.no Governor In office | Former Governors,Governor,Yadav Pant,,,"{'S.no': '5', 'Governor': 'Yadav Pant[26]', 'In office': 'April 24, 1968 – April 28, 1973'}"
Nepal,Nepal Rastra Bank,https://en.wikipedia.org/wiki/Nepal_Rastra_Bank,wikitable,S.no Governor In office | Former Governors,Governor,Kul Shekhar Sharma,,,"{'S.no': '6', 'Governor': 'Kul Shekhar Sharma[26]', 'In office': 'April 29, 1973 – December 12, 1978'}"
Nepal,Nepal Rastra Bank,https://en.wikipedia.org/wiki/Nepal_Rastra_Bank,wikitable,S.no Governor In office | Former Governors,Governor,Kalyana Bikram Adhikary,,,"{'S.no': '7', 'Governor': 'Kalyana Bikram Adhikary[26]', 'In office': 'June 13, 1979 – December 8, 1984'}"
Nepal,Nepal Rastra Bank,https://en.wikipedia.org/wiki/Nepal_Rastra_Bank,wikitable,S.no Governor In office | Former Governors,Governor,Ganesh Bahadur Thapa,,,"{'S.no': '8', 'Governor': 'Ganesh Bahadur Thapa[26]', 'In office': 'March 25, 1985 – May 22, 1990'}"
Nepal,Nepal Rastra Bank,https://en.wikipedia.org/wiki/Nepal_Rastra_Bank,wikitable,S.no Governor In office | Former Governors,Governor,Hari Shankar Tripathi,,,"{'S.no': '9', 'Governor': 'Hari Shankar Tripathi[26]', 'In office': 'August 10, 1990 – January 17, 1995'}"
Nepal,Nepal Rastra Bank,https://en.wikipedia.org/wiki/Nepal_Rastra_Bank,wikitable,S.no Governor In office | Former Governors,Governor,Satyendra Pyara Shrestha,,,"{'S.no': '10', 'Governor': 'Satyendra Pyara Shrestha[26]', 'In office': 'January 18, 1995 – January 17, 2000'}"
Nepal,Nepal Rastra Bank,https://en.wikipedia.org/wiki/Nepal_Rastra_Bank,wikitable,S.no Governor In office | Former Governors,Governor,Tilak Bahadur Rawal,,,"{'S.no': '11', 'Governor': 'Tilak Bahadur Rawal[26]', 'In office': 'January 18, 2000 – January 17, 2005'}"
Nepal,Nepal Rastra Bank,https://en.wikipedia.org/wiki/Nepal_Rastra_Bank,wikitable,S.no Governor In office | Former Governors,Governor,Deependra Purush Dhakal,,,"{'S.no': '12', 'Governor': 'Deependra Purush Dhakal[26]', 'In office': 'August 29, 2000 – April 27, 2001'}"
Nepal,Nepal Rastra Bank,https://en.wikipedia.org/wiki/Nepal_Rastra_Bank,wikitable,S.no Governor In office | Former Governors,Governor,Bijaya Nath Bhattarai,,,"{'S.no': '13', 'Governor': 'Bijaya Nath Bhattarai[26]', 'In office': 'January 31, 2005 – January 30, 2010'}"
Nepal,Nepal Rastra Bank,https://en.wikipedia.org/wiki/Nepal_Rastra_Bank,wikitable,S.no Governor In office | Former Governors,Governor,Deependra Bahadur Kshetry,,,"{'S.no': '14', 'Governor': 'Deependra Bahadur Kshetry[26]', 'In office': 'January 15, 2009 – July 26, 2009'}"
Nepal,Nepal Rastra Bank,https://en.wikipedia.org/wiki/Nepal_Rastra_Bank,wikitable,S.no Governor In office | Former Governors,Governor,Yuba Raj Khatiwada,,,"{'S.no': '15', 'Governor': 'Yuba Raj Khatiwada[26]', 'In office': 'March 22, 2010 – March 19, 2015'}"
Nepal,Nepal Rastra Bank,https://en.wikipedia.org/wiki/Nepal_Rastra_Bank,wikitable,S.no Governor In office | Former Governors,Governor,Chiranjibi Nepal,,,"{'S.no': '16', 'Governor': 'Chiranjibi Nepal[26][27]', 'In office': 'March 19, 2015 – April 6, 2020'}"
Nepal,Nepal Rastra Bank,https://en.wikipedia.org/wiki/Nepal_Rastra_Bank,wikitable,S.no Governor In office | Former Governors,Governor,Maha Prasad Adhikari,,,"{'S.no': '17', 'Governor': 'Maha Prasad Adhikari[26][27]', 'In office': 'April 6, 2020 – April 5, 2025'}"
Nepal,Nepal Rastra Bank,https://en.wikipedia.org/wiki/Nepal_Rastra_Bank,wikitable,S.no Governor In office | Former Governors,Governor,Dr. Biswo Nath Poudel,,,"{'S.no': '18', 'Governor': 'Dr. Biswo Nath Poudel[28]', 'In office': 'May 20, 2025 –'}"
Netherlands,European Central Bank ( De Nederlandsche Bank ),https://en.wikipedia.org/wiki/European_Central_Bank,infobox,Key people,,Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist),,,{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
New Zealand,Reserve Bank of New Zealand,https://en.wikipedia.org/wiki/Reserve_Bank_of_New_Zealand,infobox,Governor,Governor,Anna Breman,,,{'Governor': 'Anna Breman'}
Nicaragua,Central Bank of Nicaragua,https://en.wikipedia.org/wiki/Central_Bank_of_Nicaragua,infobox,President,President,Leonardo Ovidio Reyes Ramírez,,,{'President': 'Leonardo Ovidio Reyes Ramírez'}
Niger,Central Bank of West African States,https://en.wikipedia.org/wiki/Central_Bank_of_West_African_States,infobox,Governor,Governor,Jean-Claude Brou,,,{'Governor': 'Jean-Claude Brou'}
Nigeria,Central Bank of Nigeria,https://en.wikipedia.org/wiki/Central_Bank_of_Nigeria,infobox,Governor,Governor,Olayemi Cardoso,,,{'Governor': 'Olayemi Cardoso'}
North Macedonia,National Bank of North Macedonia,https://en.wikipedia.org/wiki/National_Bank_of_North_Macedonia,infobox,Governor,Governor,Trajko Slaveski,,,{'Governor': 'Trajko Slaveski'}
Norway,Norges Bank,https://en.wikipedia.org/wiki/Norges_Bank,infobox,Governor,Governor,Ida Wolden Bache,,,{'Governor': 'Ida Wolden Bache'}
Oman,Central Bank of Oman,https://en.wikipedia.org/wiki/Central_Bank_of_Oman,infobox,Governor,Governor,Ahmed bin Jaffer bin Salim Al-Musalmi,,,{'Governor': 'Ahmed bin Jaffer bin Salim Al-Musalmi'}
Pakistan,State Bank of Pakistan,https://en.wikipedia.org/wiki/State_Bank_of_Pakistan,infobox,Governor,Governor,Jameel Ahmad,,,{'Governor': 'Jameel Ahmad'}
Palestine *,Palestine Monetary Authority,https://en.wikipedia.org/wiki/Palestine_Monetary_Authority,infobox,Governor and Chairman,Chair,H.E. Yahya Shunnar,,,{'Governor and Chairman': 'H.E. Yahya Shunnar'}
Papua New Guinea,Bank of Papua New Guinea,https://en.wikipedia.org/wiki/Bank_of_Papua_New_Guinea,infobox,Governor,Governor,Elizabeth Genia,,,{'Governor': 'Elizabeth Genia'}
Paraguay,Central Bank of Paraguay,https://en.wikipedia.org/wiki/Central_Bank_of_Paraguay,infobox,President,President,Carlos Dagoberto Carvallo Spalding,,,{'President': 'Carlos Dagoberto Carvallo Spalding'}
Peru,Central Reserve Bank of Peru,https://en.wikipedia.org/wiki/Central_Reserve_Bank_of_Peru,infobox,President,President,Julio Velarde Flores,,,{'President': 'Julio Velarde Flores'}
Philippines,Bangko Sentral ng Pilipinas,https://en.wikipedia.org/wiki/Bangko_Sentral_ng_Pilipinas,infobox,Governor,Governor,"Eli M. Remolona, Jr.",,,"{'Governor': 'Eli M. Remolona, Jr.'}"
Poland,National Bank of Poland,https://en.wikipedia.org/wiki/National_Bank_of_Poland,infobox,President,President,Adam Glapiński,,,{'President': 'Adam Glapiński'}
Portugal,European Central Bank ( Bank of Portugal ),https://en.wikipedia.org/wiki/European_Central_Bank,infobox,Key people,,Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist),,,{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
Qatar,Qatar Central Bank,https://en.wikipedia.org/wiki/Qatar_Central_Bank,wikitable,Name Took office Left office Notes | Governors,Governor,Majid Muhammad Majid al-Saad,? - 1983,January 1990,"{'Name': 'Majid Muhammad Majid al-Saad', 'Took office': '? - 1983', 'Left office': 'January 1990', 'Notes': '[8][9]'}"
Qatar,Qatar Central Bank,https://en.wikipedia.org/wiki/Qatar_Central_Bank,wikitable,Name Took office Left office Notes | Governors,Governor,Abdullah bin Khalid al-Attiyah,January 1990,May 2006,"{'Name': 'Abdullah bin Khalid al-Attiyah', 'Took office': 'January 1990', 'Left office': 'May 2006', 'Notes': '[10][11][12]'}"
Qatar,Qatar Central Bank,https://en.wikipedia.org/wiki/Qatar_Central_Bank,wikitable,Name Took office Left office Notes | Governors,Governor,Abdullah bin Saud al-Thani,May 2006,November 2021,"{'Name': 'Abdullah bin Saud al-Thani', 'Took office': 'May 2006', 'Left office': 'November 2021'}"
Qatar,Qatar Central Bank,https://en.wikipedia.org/wiki/Qatar_Central_Bank,wikitable,Name Took office Left office Notes | Governors,Governor,Bandar bin Mohamed bin Saud al-Thani,November 2021,Incumbent,"{'Name': 'Bandar bin Mohamed bin Saud al-Thani', 'Took office': 'November 2021', 'Left office': 'Incumbent', 'Notes': '[13]'}"
Romania,National Bank of Romania,https://en.wikipedia.org/wiki/National_Bank_of_Romania,infobox,Governor,Governor,Mugur Isărescu,,,{'Governor': 'Mugur Isărescu'}
Russia,Central Bank of Russia,https://en.wikipedia.org/wiki/Central_Bank_of_Russia,wikitable,№ Name (governor) Photo Term of office Appointed by | Governors,Governor,Georgy Matyukhin,25 December 1990,16 May 1992,"{'№ | №': '1', 'Name (governor) | Name (governor)': 'Georgy Matyukhin', 'Term of office | Start of term': '25 December 1990', 'Term of office | End of term': '16 May 1992', 'Term of office | Length of service': '1\xa0year, 143\xa0days (508 days)', 'Appointed by | Appointed by': 'Boris Yeltsin'}"
Russia,Central Bank of Russia,https://en.wikipedia.org/wiki/Central_Bank_of_Russia,wikitable,№ Name (governor) Photo Term of office Appointed by | Governors,Governor,Viktor Gerashchenko,17 July 1992,18 October 1994,"{'№ | №': '2', 'Name (governor) | Name (governor)': 'Viktor Gerashchenko', 'Term of office | Start of term': '17 July 1992', 'Term of office | End of term': '18 October 1994', 'Term of office | Length of service': '2\xa0years, 93\xa0days (823 days)', 'Appointed by | Appointed by': 'Boris Yeltsin'}"
Russia,Central Bank of Russia,https://en.wikipedia.org/wiki/Central_Bank_of_Russia,wikitable,№ Name (governor) Photo Term of office Appointed by | Governors,Governor,Tatyana Paramonova,19 October 1994,8 November 1995,"{'№ | №': '3', 'Name (governor) | Name (governor)': 'Tatyana Paramonova\xa0[ru]', 'Term of office | Start of term': '19 October 1994', 'Term of office | End of term': '8 November 1995', 'Term of office | Length of service': '1\xa0year, 20\xa0days (385 days)', 'Appointed by | Appointed by': 'Boris Yeltsin'}"
Russia,Central Bank of Russia,https://en.wikipedia.org/wiki/Central_Bank_of_Russia,wikitable,№ Name (governor) Photo Term of office Appointed by | Governors,Governor,Alexander Khandruyev,8 November 1995,22 November 1995,"{'№ | №': '4', 'Name (governor) | Name (governor)': 'Alexander Khandruyev\xa0[ru]', 'Term of office | Start of term': '8 November 1995', 'Term of office | End of term': '22 November 1995', 'Term of office | Length of service': '14\xa0days (14 days)', 'Appointed by | Appointed by': 'Boris Yeltsin'}"
Russia,Central Bank of Russia,https://en.wikipedia.org/wiki/Central_Bank_of_Russia,wikitable,№ Name (governor) Photo Term of office Appointed by | Governors,Governor,Sergey Dubinin,22 November 1995,11 September 1998,"{'№ | №': '5', 'Name (governor) | Name (governor)': 'Sergey Dubinin', 'Term of office | Start of term': '22 November 1995', 'Term of office | End of term': '11 September 1998', 'Term of office | Length of service': '2\xa0years, 293\xa0days (1,024 days)', 'Appointed by | Appointed by': 'Boris Yeltsin'}"
Russia,Central Bank of Russia,https://en.wikipedia.org/wiki/Central_Bank_of_Russia,wikitable,№ Name (governor) Photo Term of office Appointed by | Governors,Governor,Viktor Gerashchenko,11 September 1998,20 March 2002,"{'№ | №': '6', 'Name (governor) | Name (governor)': 'Viktor Gerashchenko', 'Term of office | Start of term': '11 September 1998', 'Term of office | End of term': '20 March 2002', 'Term of office | Length of service': '3\xa0years, 190\xa0days (1,286 days)', 'Appointed by | Appointed by': 'Boris Yeltsin'}"
Russia,Central Bank of Russia,https://en.wikipedia.org/wiki/Central_Bank_of_Russia,wikitable,№ Name (governor) Photo Term of office Appointed by | Governors,Governor,Sergey Ignatyev,21 March 2002,23 June 2013,"{'№ | №': '7', 'Name (governor) | Name (governor)': 'Sergey Ignatyev', 'Term of office | Start of term': '21 March 2002', 'Term of office | End of term': '23 June 2013', 'Term of office | Length of service': '11\xa0years, 94\xa0days (4,112 days)', 'Appointed by | Appointed by': 'Vladimir Putin'}"
Russia,Central Bank of Russia,https://en.wikipedia.org/wiki/Central_Bank_of_Russia,wikitable,№ Name (governor) Photo Term of office Appointed by | Governors,Governor,Elvira Nabiullina,24 June 2013,present,"{'№ | №': '8', 'Name (governor) | Name (governor)': 'Elvira Nabiullina', 'Term of office | Start of term': '24 June 2013', 'Term of office | End of term': 'present', 'Term of office | Length of service': '12\xa0years, 310\xa0days (4,693 days)', 'Appointed by | Appointed by': 'Vladimir Putin'}"
Rwanda,National Bank of Rwanda,https://en.wikipedia.org/wiki/National_Bank_of_Rwanda,infobox,Governor,Governor,Soraya Hakuziyaremye,,,{'Governor': 'Soraya Hakuziyaremye'}
Saint Kitts and Nevis,Eastern Caribbean Central Bank,https://en.wikipedia.org/wiki/Eastern_Caribbean_Central_Bank,infobox,Governor,Governor,Timothy Antoine,,,{'Governor': 'Timothy Antoine'}
Saint Lucia,Eastern Caribbean Central Bank,https://en.wikipedia.org/wiki/Eastern_Caribbean_Central_Bank,infobox,Governor,Governor,Timothy Antoine,,,{'Governor': 'Timothy Antoine'}
Saint Vincent and the Grenadines,Eastern Caribbean Central Bank,https://en.wikipedia.org/wiki/Eastern_Caribbean_Central_Bank,infobox,Governor,Governor,Timothy Antoine,,,{'Governor': 'Timothy Antoine'}
Samoa,Central Bank of Samoa,https://en.wikipedia.org/wiki/Central_Bank_of_Samoa,infobox,Governor,Governor,Atalina Ainuu-Enari,,,{'Governor': 'Atalina Ainuu-Enari'}
San Marino,Central Bank of the Republic of San Marino,https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_San_Marino,infobox,President,President,Catia Tomasetti,,,{'President': 'Catia Tomasetti'}
São Tomé and Príncipe,Central Bank of São Tomé and Príncipe,https://en.wikipedia.org/wiki/Central_Bank_of_S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe,infobox,Governor,Governor,Américo Ramos,,,{'Governor': 'Américo Ramos'}
Saudi Arabia,Saudi Central Bank,https://en.wikipedia.org/wiki/Saudi_Central_Bank,wikitable,Name Tenure | List of governors,Governor,Ayman Mohammed Alsayari,Since 2023,,"{'Name[12]': 'Ayman Mohammed Alsayari', 'Tenure': 'Since 2023'}"
Saudi Arabia,Saudi Central Bank,https://en.wikipedia.org/wiki/Saudi_Central_Bank,wikitable,Name Tenure | List of governors,Governor,Fahad Almubarak,2021,2023,"{'Name[12]': 'Fahad Almubarak', 'Tenure': '2021–2023'}"
Saudi Arabia,Saudi Central Bank,https://en.wikipedia.org/wiki/Saudi_Central_Bank,wikitable,Name Tenure | List of governors,Governor,Ahmed Abdulkarim Alkholifey,2016,2021,"{'Name[12]': 'Ahmed Abdulkarim Alkholifey\xa0[ar; fr]', 'Tenure': '2016-2021'}"
Saudi Arabia,Saudi Central Bank,https://en.wikipedia.org/wiki/Saudi_Central_Bank,wikitable,Name Tenure | List of governors,Governor,Fahad Almubarak,2011,2016,"{'Name[12]': 'Fahad Almubarak', 'Tenure': '2011–2016'}"
Saudi Arabia,Saudi Central Bank,https://en.wikipedia.org/wiki/Saudi_Central_Bank,wikitable,Name Tenure | List of governors,Governor,Muhammad Al Jasser,2009,2011,"{'Name[12]': 'Muhammad Al Jasser', 'Tenure': '2009–2011'}"
Saudi Arabia,Saudi Central Bank,https://en.wikipedia.org/wiki/Saudi_Central_Bank,wikitable,Name Tenure | List of governors,Governor,Hamad Ibn Saud Al Sayari,1983,2009,"{'Name[12]': 'Hamad Ibn Saud Al Sayari', 'Tenure': '1983–2009'}"
Saudi Arabia,Saudi Central Bank,https://en.wikipedia.org/wiki/Saudi_Central_Bank,wikitable,Name Tenure | List of governors,Governor,Abdul Aziz Al Quraishi,1974,1983,"{'Name[12]': 'Abdul Aziz Al Quraishi', 'Tenure': '1974–1983'}"
Saudi Arabia,Saudi Central Bank,https://en.wikipedia.org/wiki/Saudi_Central_Bank,wikitable,Name Tenure | List of governors,Governor,Anwar Ali,1958,1974,"{'Name[12]': 'Anwar Ali', 'Tenure': '1958–1974'}"
Saudi Arabia,Saudi Central Bank,https://en.wikipedia.org/wiki/Saudi_Central_Bank,wikitable,Name Tenure | List of governors,Governor,Ralph Standish,1954,1958,"{'Name[12]': 'Ralph Standish', 'Tenure': '1954–1958'}"
Saudi Arabia,Saudi Central Bank,https://en.wikipedia.org/wiki/Saudi_Central_Bank,wikitable,Name Tenure | List of governors,Governor,George A. Blowers,1952,1954,"{'Name[12]': 'George A. Blowers', 'Tenure': '1952–1954'}"
Senegal,Central Bank of West African States,https://en.wikipedia.org/wiki/Central_Bank_of_West_African_States,infobox,Governor,Governor,Jean-Claude Brou,,,{'Governor': 'Jean-Claude Brou'}
Serbia,National Bank of Serbia,https://en.wikipedia.org/wiki/National_Bank_of_Serbia,infobox,Governor,Governor,Jorgovanka Tabaković,,,{'Governor': 'Jorgovanka Tabaković'}
Seychelles,Central Bank of Seychelles,https://en.wikipedia.org/wiki/Central_Bank_of_Seychelles,wikitable,Governors of the Central Bank of Seychelles Since Inception | Rank Governor From Until Notes | Governors,Governor,Guy Morel,January 1983,September 1991,"{'Rank': '1', 'Governor': 'Guy Morel', 'From': 'January 1983', 'Until': 'September 1991', 'Notes': '[7]'}"
