country;central_bank;wikipedia_bank_url;source_type;source_label;row_kind;row_data;resolved_row_data
Paraguay;Central Bank of Paraguay;https://en.wikipedia.org/wiki/Central_Bank_of_Paraguay;infobox;President;data;{'President': 'Carlos Dagoberto Carvallo Spalding'};{'President': 'Carlos Dagoberto Carvallo Spalding'}
Peru;Central Reserve Bank of Peru;https://en.wikipedia.org/wiki/Central_Reserve_Bank_of_Peru;infobox;President;data;{'President': 'Julio Velarde Flores'};{'President': 'Julio Velarde Flores'}
Philippines;Bangko Sentral ng Pilipinas;https://en.wikipedia.org/wiki/Bangko_Sentral_ng_Pilipinas;infobox;Governor;data;{'Governor': 'Eli M. Remolona, Jr.'};{'Governor': 'Eli M. Remolona, Jr.'}
Poland;National Bank of Poland;https://en.wikipedia.org/wiki/National_Bank_of_Poland;infobox;President;data;{'President': 'Adam Glapiński'};{'President': 'Adam Glapiński'}
Portugal;European Central Bank ( Bank of Portugal );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;data;{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'};{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
Qatar;Qatar Central Bank;https://en.wikipedia.org/wiki/Qatar_Central_Bank;wikitable;Name Took office Left office Notes | Governors;data;{'Name': 'Majid Muhammad Majid al-Saad', 'Took office': '? - 1983', 'Left office': 'January 1990'};{'Name': 'Majid Muhammad Majid al-Saad', 'Took office': '? - 1983', 'Left office': 'January 1990'}
Qatar;Qatar Central Bank;https://en.wikipedia.org/wiki/Qatar_Central_Bank;wikitable;Name Took office Left office Notes | Governors;data;{'Name': 'Abdullah bin Khalid al-Attiyah', 'Took office': 'January 1990', 'Left office': 'May 2006'};{'Name': 'Abdullah bin Khalid al-Attiyah', 'Took office': 'January 1990', 'Left office': 'May 2006'}
Qatar;Qatar Central Bank;https://en.wikipedia.org/wiki/Qatar_Central_Bank;wikitable;Name Took office Left office Notes | Governors;data;{'Name': 'Abdullah bin Saud al-Thani', 'Took office': 'May 2006', 'Left office': 'November 2021'};{'Name': 'Abdullah bin Saud al-Thani', 'Took office': 'May 2006', 'Left office': 'November 2021'}
Qatar;Qatar Central Bank;https://en.wikipedia.org/wiki/Qatar_Central_Bank;wikitable;Name Took office Left office Notes | Governors;data;{'Name': 'Bandar bin Mohamed bin Saud al-Thani', 'Took office': 'November 2021', 'Left office': 'Incumbent'};{'Name': 'Bandar bin Mohamed bin Saud al-Thani', 'Took office': 'November 2021', 'Left office': 'Incumbent'}
Romania;National Bank of Romania;https://en.wikipedia.org/wiki/National_Bank_of_Romania;infobox;Governor;data;{'Governor': 'Mugur Isărescu'};{'Governor': 'Mugur Isărescu'}
Russia;Central Bank of Russia;https://en.wikipedia.org/wiki/Central_Bank_of_Russia;wikitable;№ Name (governor) Photo Term of office Appointed by | Governors;data;{'№ | №': '1', 'Name (governor) | Name (governor)': 'Georgy Matyukhin', 'Term of office | Start of term': '25 December 1990', 'Term of office | End of term': '16 May 1992', 'Term of office | Length of service': '1 year, 143 days (508 days)', 'Appointed by | Appointed by': 'Boris Yeltsin'};{'№ | №': '1', 'Name (governor) | Name (governor)': 'Georgy Matyukhin', 'Term of office | Start of term': '25 December 1990', 'Term of office | End of term': '16 May 1992', 'Term of office | Length of service': '1 year, 143 days (508 days)', 'Appointed by | Appointed by': 'Boris Yeltsin'}
Russia;Central Bank of Russia;https://en.wikipedia.org/wiki/Central_Bank_of_Russia;wikitable;№ Name (governor) Photo Term of office Appointed by | Governors;data;{'№ | №': '2', 'Name (governor) | Name (governor)': 'Viktor Gerashchenko', 'Term of office | Start of term': '17 July 1992', 'Term of office | End of term': '18 October 1994', 'Term of office | Length of service': '2 years, 93 days (823 days)', 'Appointed by | Appointed by': 'Boris Yeltsin'};{'№ | №': '2', 'Name (governor) | Name (governor)': 'Viktor Gerashchenko', 'Term of office | Start of term': '17 July 1992', 'Term of office | End of term': '18 October 1994', 'Term of office | Length of service': '2 years, 93 days (823 days)', 'Appointed by | Appointed by': 'Boris Yeltsin'}
Russia;Central Bank of Russia;https://en.wikipedia.org/wiki/Central_Bank_of_Russia;wikitable;№ Name (governor) Photo Term of office Appointed by | Governors;data;{'№ | №': '3', 'Name (governor) | Name (governor)': 'Tatyana Paramonova', 'Term of office | Start of term': '19 October 1994', 'Term of office | End of term': '8 November 1995', 'Term of office | Length of service': '1 year, 20 days (385 days)', 'Appointed by | Appointed by': 'Boris Yeltsin'};{'№ | №': '3', 'Name (governor) | Name (governor)': 'Tatyana Paramonova', 'Term of office | Start of term': '19 October 1994', 'Term of office | End of term': '8 November 1995', 'Term of office | Length of service': '1 year, 20 days (385 days)', 'Appointed by | Appointed by': 'Boris Yeltsin'}
Russia;Central Bank of Russia;https://en.wikipedia.org/wiki/Central_Bank_of_Russia;wikitable;№ Name (governor) Photo Term of office Appointed by | Governors;data;{'№ | №': '4', 'Name (governor) | Name (governor)': 'Alexander Khandruyev', 'Term of office | Start of term': '8 November 1995', 'Term of office | End of term': '22 November 1995', 'Term of office | Length of service': '14 days (14 days)', 'Appointed by | Appointed by': 'Boris Yeltsin'};{'№ | №': '4', 'Name (governor) | Name (governor)': 'Alexander Khandruyev', 'Term of office | Start of term': '8 November 1995', 'Term of office | End of term': '22 November 1995', 'Term of office | Length of service': '14 days (14 days)', 'Appointed by | Appointed by': 'Boris Yeltsin'}
Russia;Central Bank of Russia;https://en.wikipedia.org/wiki/Central_Bank_of_Russia;wikitable;№ Name (governor) Photo Term of office Appointed by | Governors;data;{'№ | №': '5', 'Name (governor) | Name (governor)': 'Sergey Dubinin', 'Term of office | Start of term': '22 November 1995', 'Term of office | End of term': '11 September 1998', 'Term of office | Length of service': '2 years, 293 days (1,024 days)', 'Appointed by | Appointed by': 'Boris Yeltsin'};{'№ | №': '5', 'Name (governor) | Name (governor)': 'Sergey Dubinin', 'Term of office | Start of term': '22 November 1995', 'Term of office | End of term': '11 September 1998', 'Term of office | Length of service': '2 years, 293 days (1,024 days)', 'Appointed by | Appointed by': 'Boris Yeltsin'}
Russia;Central Bank of Russia;https://en.wikipedia.org/wiki/Central_Bank_of_Russia;wikitable;№ Name (governor) Photo Term of office Appointed by | Governors;data;{'№ | №': '6', 'Name (governor) | Name (governor)': 'Viktor Gerashchenko', 'Term of office | Start of term': '11 September 1998', 'Term of office | End of term': '20 March 2002', 'Term of office | Length of service': '3 years, 190 days (1,286 days)', 'Appointed by | Appointed by': 'Boris Yeltsin'};{'№ | №': '6', 'Name (governor) | Name (governor)': 'Viktor Gerashchenko', 'Term of office | Start of term': '11 September 1998', 'Term of office | End of term': '20 March 2002', 'Term of office | Length of service': '3 years, 190 days (1,286 days)', 'Appointed by | Appointed by': 'Boris Yeltsin'}
Russia;Central Bank of Russia;https://en.wikipedia.org/wiki/Central_Bank_of_Russia;wikitable;№ Name (governor) Photo Term of office Appointed by | Governors;data;{'№ | №': '7', 'Name (governor) | Name (governor)': 'Sergey Ignatyev', 'Term of office | Start of term': '21 March 2002', 'Term of office | End of term': '23 June 2013', 'Term of office | Length of service': '11 years, 94 days (4,112 days)', 'Appointed by | Appointed by': 'Vladimir Putin'};{'№ | №': '7', 'Name (governor) | Name (governor)': 'Sergey Ignatyev', 'Term of office | Start of term': '21 March 2002', 'Term of office | End of term': '23 June 2013', 'Term of office | Length of service': '11 years, 94 days (4,112 days)', 'Appointed by | Appointed by': 'Vladimir Putin'}
Russia;Central Bank of Russia;https://en.wikipedia.org/wiki/Central_Bank_of_Russia;wikitable;№ Name (governor) Photo Term of office Appointed by | Governors;data;{'№ | №': '8', 'Name (governor) | Name (governor)': 'Elvira Nabiullina', 'Term of office | Start of term': '24 June 2013', 'Term of office | End of term': 'present', 'Term of office | Length of service': '12 years, 310 days (4,693 days)', 'Appointed by | Appointed by': 'Vladimir Putin'};{'№ | №': '8', 'Name (governor) | Name (governor)': 'Elvira Nabiullina', 'Term of office | Start of term': '24 June 2013', 'Term of office | End of term': 'present', 'Term of office | Length of service': '12 years, 310 days (4,693 days)', 'Appointed by | Appointed by': 'Vladimir Putin'}
Rwanda;National Bank of Rwanda;https://en.wikipedia.org/wiki/National_Bank_of_Rwanda;infobox;Governor;data;{'Governor': 'Soraya Hakuziyaremye'};{'Governor': 'Soraya Hakuziyaremye'}
Saint Kitts and Nevis;Eastern Caribbean Central Bank;https://en.wikipedia.org/wiki/Eastern_Caribbean_Central_Bank;infobox;Governor;data;{'Governor': 'Timothy Antoine'};{'Governor': 'Timothy Antoine'}
Saint Lucia;Eastern Caribbean Central Bank;https://en.wikipedia.org/wiki/Eastern_Caribbean_Central_Bank;infobox;Governor;data;{'Governor': 'Timothy Antoine'};{'Governor': 'Timothy Antoine'}
Saint Vincent and the Grenadines;Eastern Caribbean Central Bank;https://en.wikipedia.org/wiki/Eastern_Caribbean_Central_Bank;infobox;Governor;data;{'Governor': 'Timothy Antoine'};{'Governor': 'Timothy Antoine'}
Samoa;Central Bank of Samoa;https://en.wikipedia.org/wiki/Central_Bank_of_Samoa;infobox;Governor;data;{'Governor': 'Atalina Ainuu-Enari'};{'Governor': 'Atalina Ainuu-Enari'}
San Marino;Central Bank of the Republic of San Marino;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_San_Marino;infobox;President;data;{'President': 'Catia Tomasetti'};{'President': 'Catia Tomasetti'}
São Tomé and Príncipe;Central Bank of São Tomé and Príncipe;https://en.wikipedia.org/wiki/Central_Bank_of_S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe;infobox;Governor;data;{'Governor': 'Américo Ramos'};{'Governor': 'Américo Ramos'}
Saudi Arabia;Saudi Central Bank;https://en.wikipedia.org/wiki/Saudi_Central_Bank;wikitable;Name Tenure | List of governors;data;{'Name': 'Ayman Mohammed Alsayari', 'Tenure': 'Since 2023'};{'Name': 'Ayman Mohammed Alsayari', 'Tenure': 'Since 2023'}
Saudi Arabia;Saudi Central Bank;https://en.wikipedia.org/wiki/Saudi_Central_Bank;wikitable;Name Tenure | List of governors;data;{'Name': 'Fahad Almubarak', 'Tenure': '2021–2023'};{'Name': 'Fahad Almubarak', 'Tenure': '2021–2023'}
Saudi Arabia;Saudi Central Bank;https://en.wikipedia.org/wiki/Saudi_Central_Bank;wikitable;Name Tenure | List of governors;data;{'Name': 'Ahmed Abdulkarim Alkholifey', 'Tenure': '2016-2021'};{'Name': 'Ahmed Abdulkarim Alkholifey', 'Tenure': '2016-2021'}
Saudi Arabia;Saudi Central Bank;https://en.wikipedia.org/wiki/Saudi_Central_Bank;wikitable;Name Tenure | List of governors;data;{'Name': 'Fahad Almubarak', 'Tenure': '2011–2016'};{'Name': 'Fahad Almubarak', 'Tenure': '2011–2016'}
Saudi Arabia;Saudi Central Bank;https://en.wikipedia.org/wiki/Saudi_Central_Bank;wikitable;Name Tenure | List of governors;data;{'Name': 'Muhammad Al Jasser', 'Tenure': '2009–2011'};{'Name': 'Muhammad Al Jasser', 'Tenure': '2009–2011'}
Saudi Arabia;Saudi Central Bank;https://en.wikipedia.org/wiki/Saudi_Central_Bank;wikitable;Name Tenure | List of governors;data;{'Name': 'Hamad Ibn Saud Al Sayari', 'Tenure': '1983–2009'};{'Name': 'Hamad Ibn Saud Al Sayari', 'Tenure': '1983–2009'}
Saudi Arabia;Saudi Central Bank;https://en.wikipedia.org/wiki/Saudi_Central_Bank;wikitable;Name Tenure | List of governors;data;{'Name': 'Abdul Aziz Al Quraishi', 'Tenure': '1974–1983'};{'Name': 'Abdul Aziz Al Quraishi', 'Tenure': '1974–1983'}
Saudi Arabia;Saudi Central Bank;https://en.wikipedia.org/wiki/Saudi_Central_Bank;wikitable;Name Tenure | List of governors;data;{'Name': 'Anwar Ali', 'Tenure': '1958–1974'};{'Name': 'Anwar Ali', 'Tenure': '1958–1974'}
Saudi Arabia;Saudi Central Bank;https://en.wikipedia.org/wiki/Saudi_Central_Bank;wikitable;Name Tenure | List of governors;data;{'Name': 'Ralph Standish', 'Tenure': '1954–1958'};{'Name': 'Ralph Standish', 'Tenure': '1954–1958'}
Saudi Arabia;Saudi Central Bank;https://en.wikipedia.org/wiki/Saudi_Central_Bank;wikitable;Name Tenure | List of governors;data;{'Name': 'George A. Blowers', 'Tenure': '1952–1954'};{'Name': 'George A. Blowers', 'Tenure': '1952–1954'}
Senegal;Central Bank of West African States;https://en.wikipedia.org/wiki/Central_Bank_of_West_African_States;infobox;Governor;data;{'Governor': 'Jean-Claude Brou'};{'Governor': 'Jean-Claude Brou'}
Serbia;National Bank of Serbia;https://en.wikipedia.org/wiki/National_Bank_of_Serbia;infobox;Governor;data;{'Governor': 'Jorgovanka Tabaković'};{'Governor': 'Jorgovanka Tabaković'}
Seychelles;Central Bank of Seychelles;https://en.wikipedia.org/wiki/Central_Bank_of_Seychelles;wikitable;Governors of the Central Bank of Seychelles Since Inception | Rank Governor From Until Notes | Governors;data;{'Rank': '1', 'Governor': 'Guy Morel', 'From': 'January 1983', 'Until': 'September 1991'};{'Rank': '1', 'Governor': 'Guy Morel', 'From': 'January 1983', 'Until': 'September 1991'}
Seychelles;Central Bank of Seychelles;https://en.wikipedia.org/wiki/Central_Bank_of_Seychelles;wikitable;Governors of the Central Bank of Seychelles Since Inception | Rank Governor From Until Notes | Governors;data;{'Rank': '2', 'Governor': 'Aboo Aumeeruddy', 'From': 'September 1991', 'Until': 'April 1995'};{'Rank': '2', 'Governor': 'Aboo Aumeeruddy', 'From': 'September 1991', 'Until': 'April 1995'}
Seychelles;Central Bank of Seychelles;https://en.wikipedia.org/wiki/Central_Bank_of_Seychelles;wikitable;Governors of the Central Bank of Seychelles Since Inception | Rank Governor From Until Notes | Governors;data;{'Rank': '3', 'Governor': 'Norman Weber', 'From': 'May 1995', 'Until': 'April 2001'};{'Rank': '3', 'Governor': 'Norman Weber', 'From': 'May 1995', 'Until': 'April 2001'}
Seychelles;Central Bank of Seychelles;https://en.wikipedia.org/wiki/Central_Bank_of_Seychelles;wikitable;Governors of the Central Bank of Seychelles Since Inception | Rank Governor From Until Notes | Governors;data;{'Rank': '4', 'Governor': 'Francis Chang-Leng', 'From': 'May 2001', 'Until': 'October 2008'};{'Rank': '4', 'Governor': 'Francis Chang-Leng', 'From': 'May 2001', 'Until': 'October 2008'}
Seychelles;Central Bank of Seychelles;https://en.wikipedia.org/wiki/Central_Bank_of_Seychelles;wikitable;Governors of the Central Bank of Seychelles Since Inception | Rank Governor From Until Notes | Governors;data;{'Rank': '5', 'Governor': 'Pierre Frank Laporte', 'From': 'November 2008', 'Until': 'March 2012'};{'Rank': '5', 'Governor': 'Pierre Frank Laporte', 'From': 'November 2008', 'Until': 'March 2012'}
Seychelles;Central Bank of Seychelles;https://en.wikipedia.org/wiki/Central_Bank_of_Seychelles;wikitable;Governors of the Central Bank of Seychelles Since Inception | Rank Governor From Until Notes | Governors;data;{'Rank': '6', 'Governor': 'Caroline Abel', 'From': 'March 2012', 'Until': 'present'};{'Rank': '6', 'Governor': 'Caroline Abel', 'From': 'March 2012', 'Until': 'present'}
Sierra Leone;Bank of Sierra Leone;https://en.wikipedia.org/wiki/Bank_of_Sierra_Leone;infobox;Governor;data;{'Governor': 'Ibrahim Stevens'};{'Governor': 'Ibrahim Stevens'}
Singapore;Monetary Authority of Singapore;https://en.wikipedia.org/wiki/Monetary_Authority_of_Singapore;wikitable;No. Portrait Name Term of office | List of chairmen;data;{'No.': '1', 'Name': 'Hon Sui Sen', 'Term of office': 'January 1971 – July 1980'};{'No.': '1', 'Name': 'Hon Sui Sen', 'Term of office': 'January 1971 – July 1980'}
Singapore;Monetary Authority of Singapore;https://en.wikipedia.org/wiki/Monetary_Authority_of_Singapore;wikitable;No. Portrait Name Term of office | List of chairmen;data;{'No.': '2', 'Name': 'Goh Keng Swee', 'Term of office': 'August 1980 – January 1985'};{'No.': '2', 'Name': 'Goh Keng Swee', 'Term of office': 'August 1980 – January 1985'}
